NOAA ERSSTv5 data: https://www.esrl.noaa.gov/psd/data/gridded/data.noaa.ersst.v5.html
MON/MMM    : month for Nino34 values, 3-month season centered on that month for ONI
NINO34_MEAN: monthly average SST (°C) in Nino3.4 region (5S-5N,190E-240E)
NINO34_CLIM: climatological 30-year monthly average SST, updated every 5 years
NINO34_ANOM: difference between the monthly mean and the climatological value
ONI        : 3-month average anomaly (°C) centered on given month (01=DJF,08=JAS,etc)
PHASE      : flags ONI value as Missing (M), El Nino (E), Neutral (N), La Nina (L)
Data table generated by Brian McNoldy, University of Miami (bmcnoldy@miami.edu)

YEAR  MON/MMM  NINO34_MEAN  NINO34_CLIM  NINO34_ANOM          ONI  PHASE
1856       02        27.05       -99.99       -99.99       -99.99      M
1856       03        27.74       -99.99       -99.99       -99.99      M
1856       04        27.24       -99.99       -99.99       -99.99      M
1856       05        27.07       -99.99       -99.99       -99.99      M
1856       06        26.82       -99.99       -99.99       -99.99      M
1856       07        26.28       -99.99       -99.99       -99.99      M
1856       08        25.22       -99.99       -99.99       -99.99      M
1856       09        24.28       -99.99       -99.99       -99.99      M
1856       10        23.93       -99.99       -99.99       -99.99      M
1856       11        23.73       -99.99       -99.99       -99.99      M
1856       12        23.62       -99.99       -99.99       -99.99      M
1857       01        24.08       -99.99       -99.99       -99.99      M
1857       02        24.57       -99.99       -99.99       -99.99      M
1857       03        25.40       -99.99       -99.99       -99.99      M
1857       04        26.25       -99.99       -99.99       -99.99      M
1857       05        27.35       -99.99       -99.99       -99.99      M
1857       06        27.76       -99.99       -99.99       -99.99      M
1857       07        26.97       -99.99       -99.99       -99.99      M
1857       08        26.06       -99.99       -99.99       -99.99      M
1857       09        26.56       -99.99       -99.99       -99.99      M
1857       10        26.28       -99.99       -99.99       -99.99      M
1857       11        26.26       -99.99       -99.99       -99.99      M
1857       12        26.21       -99.99       -99.99       -99.99      M
1858       01        26.49       -99.99       -99.99       -99.99      M
1858       02        26.56       -99.99       -99.99       -99.99      M
1858       03        26.91       -99.99       -99.99       -99.99      M
1858       04        27.31       -99.99       -99.99       -99.99      M
1858       05        27.41       -99.99       -99.99       -99.99      M
1858       06        27.09       -99.99       -99.99       -99.99      M
1858       07        26.68       -99.99       -99.99       -99.99      M
1858       08        26.15       -99.99       -99.99       -99.99      M
1858       09        26.13       -99.99       -99.99       -99.99      M
1858       10        26.28       -99.99       -99.99       -99.99      M
1858       11        26.52       -99.99       -99.99       -99.99      M
1858       12        26.35       -99.99       -99.99       -99.99      M
1859       01        26.58       -99.99       -99.99       -99.99      M
1859       02        26.37       -99.99       -99.99       -99.99      M
1859       03        26.86       -99.99       -99.99       -99.99      M
1859       04        26.82       -99.99       -99.99       -99.99      M
1859       05        27.10       -99.99       -99.99       -99.99      M
1859       06        27.16       -99.99       -99.99       -99.99      M
1859       07        27.17       -99.99       -99.99       -99.99      M
1859       08        26.87       -99.99       -99.99       -99.99      M
1859       09        26.23       -99.99       -99.99       -99.99      M
1859       10        26.24       -99.99       -99.99       -99.99      M
1859       11        26.39       -99.99       -99.99       -99.99      M
1859       12        26.12       -99.99       -99.99       -99.99      M
1860       01        25.81       -99.99       -99.99       -99.99      M
1860       02        25.61       -99.99       -99.99       -99.99      M
1860       03        26.19       -99.99       -99.99       -99.99      M
1860       04        26.52       -99.99       -99.99       -99.99      M
1860       05        26.88       -99.99       -99.99       -99.99      M
1860       06        27.22       -99.99       -99.99       -99.99      M
1860       07        26.80       -99.99       -99.99       -99.99      M
1860       08        26.37       -99.99       -99.99       -99.99      M
1860       09        25.72       -99.99       -99.99       -99.99      M
1860       10        24.95       -99.99       -99.99       -99.99      M
1860       11        25.13       -99.99       -99.99       -99.99      M
1860       12        24.60       -99.99       -99.99       -99.99      M
1861       01        24.68       -99.99       -99.99       -99.99      M
1861       02        24.88       -99.99       -99.99       -99.99      M
1861       03        25.78       -99.99       -99.99       -99.99      M
1861       04        26.34       -99.99       -99.99       -99.99      M
1861       05        26.57       -99.99       -99.99       -99.99      M
1861       06        26.42       -99.99       -99.99       -99.99      M
1861       07        26.11       -99.99       -99.99       -99.99      M
1861       08        25.82       -99.99       -99.99       -99.99      M
1861       09        25.73       -99.99       -99.99       -99.99      M
1861       10        25.72       -99.99       -99.99       -99.99      M
1861       11        25.72       -99.99       -99.99       -99.99      M
1861       12        25.69       -99.99       -99.99       -99.99      M
1862       01        25.59       -99.99       -99.99       -99.99      M
1862       02        25.61       -99.99       -99.99       -99.99      M
1862       03        25.84       -99.99       -99.99       -99.99      M
1862       04        26.26       -99.99       -99.99       -99.99      M
1862       05        26.11       -99.99       -99.99       -99.99      M
1862       06        25.23       -99.99       -99.99       -99.99      M
1862       07        25.44       -99.99       -99.99       -99.99      M
1862       08        25.53       -99.99       -99.99       -99.99      M
1862       09        26.15       -99.99       -99.99       -99.99      M
1862       10        25.34       -99.99       -99.99       -99.99      M
1862       11        25.55       -99.99       -99.99       -99.99      M
1862       12        25.62       -99.99       -99.99       -99.99      M
1863       01        25.58       -99.99       -99.99       -99.99      M
1863       02        25.60       -99.99       -99.99       -99.99      M
1863       03        26.09       -99.99       -99.99       -99.99      M
1863       04        26.59       -99.99       -99.99       -99.99      M
1863       05        26.81       -99.99       -99.99       -99.99      M
1863       06        26.68       -99.99       -99.99       -99.99      M
1863       07        26.24       -99.99       -99.99       -99.99      M
1863       08        25.94       -99.99       -99.99       -99.99      M
1863       09        25.91       -99.99       -99.99       -99.99      M
1863       10        25.86       -99.99       -99.99       -99.99      M
1863       11        25.84       -99.99       -99.99       -99.99      M
1863       12        25.74       -99.99       -99.99       -99.99      M
1864       01        25.83       -99.99       -99.99       -99.99      M
1864       02        26.05       -99.99       -99.99       -99.99      M
1864       03        26.53       -99.99       -99.99       -99.99      M
1864       04        26.92       -99.99       -99.99       -99.99      M
1864       05        27.06       -99.99       -99.99       -99.99      M
1864       06        26.82       -99.99       -99.99       -99.99      M
1864       07        26.45       -99.99       -99.99       -99.99      M
1864       08        26.06       -99.99       -99.99       -99.99      M
1864       09        26.02       -99.99       -99.99       -99.99      M
1864       10        25.94       -99.99       -99.99       -99.99      M
1864       11        25.97       -99.99       -99.99       -99.99      M
1864       12        25.84       -99.99       -99.99       -99.99      M
1865       01        25.95       -99.99       -99.99       -99.99      M
1865       02        26.09       -99.99       -99.99       -99.99      M
1865       03        26.54       -99.99       -99.99       -99.99      M
1865       04        27.01       -99.99       -99.99       -99.99      M
1865       05        27.15       -99.99       -99.99       -99.99      M
1865       06        26.90       -99.99       -99.99       -99.99      M
1865       07        26.51       -99.99       -99.99       -99.99      M
1865       08        26.15       -99.99       -99.99       -99.99      M
1865       09        26.09       -99.99       -99.99       -99.99      M
1865       10        26.03       -99.99       -99.99       -99.99      M
1865       11        25.98       -99.99       -99.99       -99.99      M
1865       12        25.93       -99.99       -99.99       -99.99      M
1866       01        25.86       -99.99       -99.99       -99.99      M
1866       02        26.07       -99.99       -99.99       -99.99      M
1866       03        26.52       -99.99       -99.99       -99.99      M
1866       04        26.98       -99.99       -99.99       -99.99      M
1866       05        27.11       -99.99       -99.99       -99.99      M
1866       06        26.86       -99.99       -99.99       -99.99      M
1866       07        26.45       -99.99       -99.99       -99.99      M
1866       08        26.11       -99.99       -99.99       -99.99      M
1866       09        26.08       -99.99       -99.99       -99.99      M
1866       10        25.98       -99.99       -99.99       -99.99      M
1866       11        25.93       -99.99       -99.99       -99.99      M
1866       12        25.91       -99.99       -99.99       -99.99      M
1867       01        25.82       -99.99       -99.99       -99.99      M
1867       02        26.00       -99.99       -99.99       -99.99      M
1867       03        26.48       -99.99       -99.99       -99.99      M
1867       04        26.91       -99.99       -99.99       -99.99      M
1867       05        26.94       -99.99       -99.99       -99.99      M
1867       06        26.74       -99.99       -99.99       -99.99      M
1867       07        26.35       -99.99       -99.99       -99.99      M
1867       08        26.02       -99.99       -99.99       -99.99      M
1867       09        25.96       -99.99       -99.99       -99.99      M
1867       10        25.92       -99.99       -99.99       -99.99      M
1867       11        25.87       -99.99       -99.99       -99.99      M
1867       12        25.92       -99.99       -99.99       -99.99      M
1868       01        25.91       -99.99       -99.99       -99.99      M
1868       02        26.02       -99.99       -99.99       -99.99      M
1868       03        26.56       -99.99       -99.99       -99.99      M
1868       04        26.77       -99.99       -99.99       -99.99      M
1868       05        27.00       -99.99       -99.99       -99.99      M
1868       06        26.91       -99.99       -99.99       -99.99      M
1868       07        26.46       -99.99       -99.99       -99.99      M
1868       08        26.07       -99.99       -99.99       -99.99      M
1868       09        25.88       -99.99       -99.99       -99.99      M
1868       10        25.85       -99.99       -99.99       -99.99      M
1868       11        25.83       -99.99       -99.99       -99.99      M
1868       12        25.68       -99.99       -99.99       -99.99      M
1869       01        25.70       -99.99       -99.99       -99.99      M
1869       02        25.94       -99.99       -99.99       -99.99      M
1869       03        26.44       -99.99       -99.99       -99.99      M
1869       04        26.95       -99.99       -99.99       -99.99      M
1869       05        27.17       -99.99       -99.99       -99.99      M
1869       06        26.84       -99.99       -99.99       -99.99      M
1869       07        26.03       -99.99       -99.99       -99.99      M
1869       08        24.68       -99.99       -99.99       -99.99      M
1869       09        24.37       -99.99       -99.99       -99.99      M
1869       10        24.54       -99.99       -99.99       -99.99      M
1869       11        25.95       -99.99       -99.99       -99.99      M
1869       12        25.04       -99.99       -99.99       -99.99      M
1870       01        25.31       -99.99       -99.99       -99.99      M
1870       02        24.50       -99.99       -99.99       -99.99      M
1870       03        25.38       -99.99       -99.99       -99.99      M
1870       04        25.78       -99.99       -99.99       -99.99      M
1870       05        25.85       -99.99       -99.99       -99.99      M
1870       06        25.96       -99.99       -99.99       -99.99      M
1870       07        25.62       -99.99       -99.99       -99.99      M
1870       08        25.41       -99.99       -99.99       -99.99      M
1870       09        25.34       -99.99       -99.99       -99.99      M
1870       10        25.12       -99.99       -99.99       -99.99      M
1870       11        25.29       -99.99       -99.99       -99.99      M
1870       12        25.18       -99.99       -99.99       -99.99      M
1871       01        25.46        25.90        -0.45       -99.99      M
1871       02        25.59        26.03        -0.45        -0.26      N
1871       03        26.66        26.55         0.11         0.08      N
1871       04        27.57        26.99         0.58         0.31      N
1871       05        27.40        27.16         0.24         0.36      N
1871       06        27.17        26.93         0.24         0.26      N
1871       07        26.86        26.57         0.29         0.36      N
1871       08        26.69        26.13         0.56         0.49      N
1871       09        26.65        26.03         0.62         0.52      E
1871       10        26.24        25.85         0.39         0.40      N
1871       11        26.12        25.93         0.19         0.23      N
1871       12        25.96        25.87         0.10        -0.02      N
1872       01        25.56        25.90        -0.35        -0.22      N
1872       02        25.61        26.03        -0.42        -0.43      N
1872       03        26.03        26.55        -0.52        -0.47      N
1872       04        26.52        26.99        -0.47        -0.46      N
1872       05        26.77        27.16        -0.38        -0.45      N
1872       06        26.44        26.93        -0.49        -0.06      N
1872       07        27.25        26.57         0.68        -0.14      N
1872       08        25.52        26.13        -0.62        -0.12      N
1872       09        25.60        26.03        -0.43        -0.66      L
1872       10        24.92        25.85        -0.93        -0.74      L
1872       11        25.05        25.93        -0.88        -0.88      L
1872       12        25.03        25.87        -0.83        -0.86      L
1873       01        25.02        25.90        -0.88        -0.91      L
1873       02        25.01        26.03        -1.02        -0.94      L
1873       03        25.64        26.55        -0.91        -0.82      L
1873       04        26.46        26.99        -0.53        -0.59      L
1873       05        26.82        27.16        -0.34        -0.27      N
1873       06        27.00        26.93         0.07         0.01      N
1873       07        26.86        26.57         0.29         0.31      N
1873       08        26.71        26.13         0.58         0.45      N
1873       09        26.52        26.03         0.49         0.29      N
1873       10        25.64        25.85        -0.21        -0.00      N
1873       11        25.64        25.93        -0.29        -0.27      N
1873       12        25.55        25.87        -0.31        -0.47      N
1874       01        25.08        25.90        -0.82        -0.74      L
1874       02        24.96        26.03        -1.08        -0.98      L
1874       03        25.51        26.55        -1.04        -0.99      L
1874       04        26.15        26.99        -0.84        -0.88      L
1874       05        26.41        27.16        -0.75        -0.71      L
1874       06        26.38        26.93        -0.55        -0.68      L
1874       07        25.83        26.57        -0.74        -0.62      L
1874       08        25.57        26.13        -0.56        -0.64      L
1874       09        25.40        26.03        -0.63        -0.57      L
1874       10        25.34        25.85        -0.52        -0.67      L
1874       11        25.05        25.93        -0.88        -0.69      L
1874       12        25.18        25.87        -0.69        -0.59      L
1875       01        25.69        25.90        -0.22        -0.38      N
1875       02        25.79        26.03        -0.24        -0.17      N
1875       03        26.48        26.55        -0.07        -0.17      N
1875       04        26.78        26.99        -0.21        -0.16      N
1875       05        26.95        27.16        -0.20        -0.26      N
1875       06        26.57        26.93        -0.36        -0.27      N
1875       07        26.34        26.57        -0.23        -0.30      N
1875       08        25.83        26.13        -0.30        -0.30      N
1875       09        25.68        26.03        -0.35        -0.38      N
1875       10        25.37        25.85        -0.49        -0.41      N
1875       11        25.54        25.93        -0.38        -0.38      N
1875       12        25.59        25.87        -0.27        -0.25      N
1876       01        25.84        25.92        -0.08        -0.28      N
1876       02        25.59        26.06        -0.47        -0.40      N
1876       03        25.92        26.57        -0.64        -0.74      L
1876       04        25.96        27.05        -1.10        -0.87      L
1876       05        26.30        27.18        -0.88        -0.64      L
1876       06        26.93        26.88         0.05        -0.07      N
1876       07        27.10        26.49         0.61         0.34      N
1876       08        26.47        26.11         0.37         0.39      N
1876       09        26.25        26.06         0.19         0.44      N
1876       10        26.65        25.90         0.75         0.55      E
1876       11        26.69        25.98         0.71         0.78      E
1876       12        26.86        25.98         0.89         0.90      E
1877       01        27.03        25.92         1.11         1.04      E
1877       02        27.17        26.06         1.12         1.22      E
1877       03        27.99        26.57         1.42         1.25      E
1877       04        28.28        27.05         1.22         1.20      E
1877       05        28.14        27.18         0.96         1.08      E
1877       06        27.93        26.88         1.06         1.25      E
1877       07        28.22        26.49         1.73         1.81      E
1877       08        28.74        26.11         2.63         2.34      E
1877       09        28.72        26.06         2.66         2.73      E
1877       10        28.79        25.90         2.89         2.89      E
1877       11        29.11        25.98         3.13         3.01      E
1877       12        29.00        25.98         3.03         3.07      E
1878       01        28.98        25.92         3.05         3.11      E
1878       02        29.30        26.06         3.24         2.61      E
1878       03        28.11        26.57         1.54         2.22      E
1878       04        28.94        27.05         1.88         1.75      E
1878       05        29.02        27.18         1.84         1.44      E
1878       06        27.47        26.88         0.60         0.75      E
1878       07        26.30        26.49        -0.19         0.12      N
1878       08        26.06        26.11        -0.05        -0.21      N
1878       09        25.64        26.06        -0.41        -0.35      N
1878       10        25.30        25.90        -0.60        -0.64      L
1878       11        25.07        25.98        -0.91        -0.76      L
1878       12        25.19        25.98        -0.78        -0.77      L
1879       01        25.32        25.92        -0.60        -0.37      N
1879       02        26.34        26.06         0.28        -0.14      N
1879       03        26.47        26.57        -0.09         0.03      N
1879       04        26.95        27.05        -0.10        -0.13      N
1879       05        26.98        27.18        -0.20        -0.21      N
1879       06        26.54        26.88        -0.34        -0.40      N
1879       07        25.82        26.49        -0.67        -0.54      L
1879       08        25.49        26.11        -0.61        -0.63      L
1879       09        25.45        26.06        -0.60        -0.67      L
1879       10        25.11        25.90        -0.80        -0.78      L
1879       11        25.03        25.98        -0.95        -0.83      L
1879       12        25.22        25.98        -0.76        -0.95      L
1880       01        24.78        25.92        -1.15        -0.88      L
1880       02        25.33        26.06        -0.72        -0.65      L
1880       03        26.50        26.57        -0.07        -0.42      N
1880       04        26.59        27.05        -0.46        -0.11      N
1880       05        27.37        27.18         0.19         0.03      N
1880       06        27.25        26.88         0.37         0.31      N
1880       07        26.87        26.49         0.38         0.37      N
1880       08        26.47        26.11         0.36         0.41      N
1880       09        26.54        26.06         0.48         0.48      N
1880       10        26.51        25.90         0.61         0.54      E
1880       11        26.50        25.98         0.52         0.54      E
1880       12        26.46        25.98         0.48         0.55      E
1881       01        26.61        25.95         0.66         0.61      E
1881       02        26.76        26.08         0.68         0.77      E
1881       03        27.54        26.57         0.97         0.82      E
1881       04        27.94        27.11         0.83         0.84      E
1881       05        28.00        27.27         0.74         0.72      E
1881       06        27.57        26.97         0.60         0.62      E
1881       07        27.03        26.51         0.52         0.52      E
1881       08        26.54        26.10         0.44         0.44      N
1881       09        26.39        26.02         0.37         0.34      N
1881       10        26.07        25.87         0.19         0.21      N
1881       11        26.02        25.96         0.06         0.27      N
1881       12        26.53        25.98         0.56         0.24      N
1882       01        26.05        25.95         0.09         0.36      N
1882       02        26.51        26.08         0.42         0.41      N
1882       03        27.29        26.57         0.72         0.65      E
1882       04        27.91        27.11         0.80         0.73      E
1882       05        27.93        27.27         0.66         0.50      N
1882       06        27.00        26.97         0.03         0.17      N
1882       07        26.33        26.51        -0.18        -0.04      N
1882       08        26.12        26.10         0.02        -0.18      N
1882       09        25.64        26.02        -0.38        -0.28      N
1882       10        25.38        25.87        -0.49        -0.50      L
1882       11        25.32        25.96        -0.64        -0.50      L
1882       12        25.60        25.98        -0.38        -0.36      N
1883       01        25.91        25.95        -0.05        -0.00      N
1883       02        26.50        26.08         0.42         0.33      N
1883       03        27.19        26.57         0.62         0.62      E
1883       04        27.95        27.11         0.84         0.60      E
1883       05        27.61        27.27         0.34         0.48      N
1883       06        27.23        26.97         0.26         0.33      N
1883       07        26.90        26.51         0.39         0.31      N
1883       08        26.38        26.10         0.29         0.27      N
1883       09        26.15        26.02         0.13         0.23      N
1883       10        26.15        25.87         0.27         0.26      N
1883       11        26.35        25.96         0.39         0.28      N
1883       12        26.16        25.98         0.18         0.38      N
1884       01        26.51        25.95         0.56         0.49      N
1884       02        26.82        26.08         0.73         0.52      E
1884       03        26.83        26.57         0.26         0.56      E
1884       04        27.79        27.11         0.68         0.51      E
1884       05        27.87        27.27         0.60         0.60      E
1884       06        27.50        26.97         0.53         0.47      N
1884       07        26.78        26.51         0.27         0.32      N
1884       08        26.26        26.10         0.16         0.40      N
1884       09        26.80        26.02         0.78         0.60      E
1884       10        26.73        25.87         0.85         0.88      E
1884       11        26.98        25.96         1.02         0.94      E
1884       12        26.91        25.98         0.94         0.94      E
1885       01        26.83        25.95         0.87         0.82      E
1885       02        26.74        26.08         0.65         0.67      E
1885       03        27.07        26.57         0.50         0.45      N
1885       04        27.30        27.11         0.19         0.33      N
1885       05        27.58        27.27         0.32         0.34      N
1885       06        27.48        26.97         0.51         0.44      N
1885       07        27.01        26.51         0.50         0.52      E
1885       08        26.66        26.10         0.56         0.69      E
1885       09        27.02        26.02         1.00         1.05      E
1885       10        27.47        25.87         1.59         1.35      E
1885       11        27.40        25.96         1.44         1.44      E
1885       12        27.26        25.98         1.29         1.15      E
1886       01        26.87        26.14         0.73         0.71      E
1886       02        26.37        26.26         0.11         0.17      N
1886       03        26.37        26.70        -0.33        -0.17      N
1886       04        26.97        27.27        -0.30        -0.46      N
1886       05        26.66        27.43        -0.76        -0.77      L
1886       06        25.86        27.11        -1.24        -0.99      L
1886       07        25.70        26.66        -0.96        -1.02      L
1886       08        25.41        26.25        -0.84        -0.89      L
1886       09        25.32        26.18        -0.86        -0.94      L
1886       10        24.94        26.04        -1.11        -1.09      L
1886       11        24.79        26.09        -1.30        -1.47      L
1886       12        24.16        26.17        -2.01        -1.82      L
1887       01        24.00        26.14        -2.14        -2.03      L
1887       02        24.34        26.26        -1.93        -1.73      L
1887       03        25.59        26.70        -1.11        -1.31      L
1887       04        26.37        27.27        -0.91        -0.96      L
1887       05        26.57        27.43        -0.86        -0.76      L
1887       06        26.59        27.11        -0.51        -0.52      L
1887       07        26.47        26.66        -0.19        -0.22      N
1887       08        26.29        26.25         0.04        -0.01      N
1887       09        26.29        26.18         0.11         0.13      N
1887       10        26.28        26.04         0.23         0.24      N
1887       11        26.46        26.09         0.37         0.29      N
1887       12        26.44        26.17         0.27         0.41      N
1888       01        26.71        26.14         0.57         0.61      E
1888       02        27.23        26.26         0.97         0.82      E
1888       03        27.62        26.70         0.92         0.87      E
1888       04        27.98        27.27         0.71         0.76      E
1888       05        28.07        27.43         0.65         0.77      E
1888       06        28.07        27.11         0.96         0.85      E
1888       07        27.60        26.66         0.94         0.98      E
1888       08        27.29        26.25         1.04         1.20      E
1888       09        27.79        26.18         1.61         1.61      E
1888       10        28.21        26.04         2.17         2.04      E
1888       11        28.43        26.09         2.33         2.36      E
1888       12        28.76        26.17         2.59         2.52      E
1889       01        28.76        26.14         2.63         2.57      E
1889       02        28.77        26.26         2.51         2.27      E
1889       03        28.38        26.70         1.68         1.78      E
1889       04        28.45        27.27         1.17         1.22      E
1889       05        28.24        27.43         0.81         0.73      E
1889       06        27.33        27.11         0.22        -0.03      N
1889       07        25.54        26.66        -1.13        -0.67      L
1889       08        25.15        26.25        -1.10        -1.18      L
1889       09        24.87        26.18        -1.31        -1.40      L
1889       10        24.26        26.04        -1.78        -1.54      L
1889       11        24.57        26.09        -1.52        -1.62      L
1889       12        24.60        26.17        -1.57        -1.57      L
1890       01        24.51        26.14        -1.62        -1.73      L
1890       02        24.26        26.26        -2.00        -1.57      L
1890       03        25.62        26.70        -1.08        -1.37      L
1890       04        26.25        27.27        -1.02        -0.89      L
1890       05        26.87        27.43        -0.55        -0.68      L
1890       06        26.64        27.11        -0.47        -0.52      L
1890       07        26.12        26.66        -0.54        -0.49      N
1890       08        25.78        26.25        -0.47        -0.57      L
1890       09        25.48        26.18        -0.70        -0.60      L
1890       10        25.43        26.04        -0.61        -0.70      L
1890       11        25.32        26.09        -0.78        -0.44      N
1890       12        26.25        26.17         0.08        -0.14      N
1891       01        26.61        26.34         0.27         0.15      N
1891       02        26.58        26.48         0.10         0.17      N
1891       03        27.00        26.87         0.13         0.27      N
1891       04        28.04        27.44         0.59         0.41      N
1891       05        28.09        27.57         0.51         0.53      E
1891       06        27.73        27.25         0.49         0.45      N
1891       07        27.11        26.75         0.35         0.33      N
1891       08        26.50        26.36         0.14         0.16      N
1891       09        26.28        26.30        -0.03         0.10      N
1891       10        26.40        26.23         0.17         0.11      N
1891       11        26.49        26.30         0.19         0.08      N
1891       12        26.26        26.39        -0.13        -0.08      N
1892       01        26.03        26.34        -0.30        -0.22      N
1892       02        26.27        26.48        -0.22        -0.31      N
1892       03        26.45        26.87        -0.42        -0.34      N
1892       04        27.06        27.44        -0.39        -0.42      N
1892       05        27.11        27.57        -0.46        -0.47      N
1892       06        26.69        27.25        -0.56        -0.60      L
1892       07        25.95        26.75        -0.80        -0.80      L
1892       08        25.32        26.36        -1.04        -1.03      L
1892       09        25.06        26.30        -1.25        -1.30      L
1892       10        24.63        26.23        -1.60        -1.46      L
1892       11        24.76        26.30        -1.54        -1.54      L
1892       12        24.91        26.39        -1.48        -1.44      L
1893       01        25.03        26.34        -1.30        -1.32      L
1893       02        25.31        26.48        -1.17        -1.22      L
1893       03        25.70        26.87        -1.17        -1.17      L
1893       04        26.29        27.44        -1.16        -1.09      L
1893       05        26.62        27.57        -0.95        -0.98      L
1893       06        26.42        27.25        -0.83        -0.91      L
1893       07        25.79        26.75        -0.96        -0.98      L
1893       08        25.21        26.36        -1.15        -1.08      L
1893       09        25.18        26.30        -1.12        -1.23      L
1893       10        24.82        26.23        -1.41        -1.27      L
1893       11        25.04        26.30        -1.26        -1.33      L
1893       12        25.07        26.39        -1.31        -1.28      L
1894       01        25.06        26.34        -1.28        -1.29      L
1894       02        25.20        26.48        -1.28        -1.28      L
1894       03        25.57        26.87        -1.29        -1.23      L
1894       04        26.32        27.44        -1.12        -1.11      L
1894       05        26.66        27.57        -0.92        -0.89      L
1894       06        26.61        27.25        -0.64        -0.85      L
1894       07        25.74        26.75        -1.01        -0.80      L
1894       08        25.61        26.36        -0.75        -0.89      L
1894       09        25.37        26.30        -0.93        -0.83      L
1894       10        25.41        26.23        -0.82        -0.89      L
1894       11        25.39        26.30        -0.91        -0.79      L
1894       12        25.73        26.39        -0.65        -0.73      L
1895       01        25.72        26.34        -0.62        -0.69      L
1895       02        25.68        26.48        -0.81        -0.66      L
1895       03        26.29        26.87        -0.57        -0.58      L
1895       04        27.08        27.44        -0.37        -0.20      N
1895       05        27.90        27.57         0.33         0.02      N
1895       06        27.36        27.25         0.11         0.21      N
1895       07        26.93        26.75         0.18         0.16      N
1895       08        26.54        26.36         0.18         0.27      N
1895       09        26.77        26.30         0.46         0.39      N
1895       10        26.77        26.23         0.54         0.49      N
1895       11        26.76        26.30         0.46         0.49      N
1895       12        26.85        26.39         0.47         0.42      N
1896       01        26.56        26.22         0.34         0.42      N
1896       02        26.76        26.32         0.44         0.45      N
1896       03        27.30        26.74         0.56         0.50      E
1896       04        27.86        27.35         0.51         0.47      N
1896       05        27.82        27.47         0.35         0.56      E
1896       06        27.97        27.16         0.81         0.84      E
1896       07        28.01        26.64         1.37         1.20      E
1896       08        27.62        26.21         1.41         1.39      E
1896       09        27.51        26.13         1.39         1.44      E
1896       10        27.58        26.07         1.52         1.65      E
1896       11        28.18        26.13         2.06         1.85      E
1896       12        28.15        26.17         1.99         1.93      E
1897       01        27.96        26.22         1.74         1.68      E
1897       02        27.64        26.32         1.32         1.28      E
1897       03        27.50        26.74         0.76         0.75      E
1897       04        27.51        27.35         0.16         0.32      N
1897       05        27.51        27.47         0.03         0.08      N
1897       06        27.20        27.16         0.04         0.09      N
1897       07        26.83        26.64         0.19         0.09      N
1897       08        26.24        26.21         0.04         0.11      N
1897       09        26.24        26.13         0.11        -0.01      N
1897       10        25.89        26.07        -0.18        -0.31      N
1897       11        25.26        26.13        -0.86        -0.46      N
1897       12        25.82        26.17        -0.34        -0.42      N
1898       01        26.16        26.22        -0.06        -0.24      N
1898       02        26.01        26.32        -0.31        -0.40      N
1898       03        25.91        26.74        -0.83        -0.51      L
1898       04        26.97        27.35        -0.38        -0.46      N
1898       05        27.32        27.47        -0.16        -0.24      N
1898       06        26.97        27.16        -0.19        -0.32      N
1898       07        26.03        26.64        -0.61        -0.54      L
1898       08        25.39        26.21        -0.82        -0.70      L
